cam_token,ann_token,bounding_box,future_bounding_box,K,attribute,label,future_label
"[""082cdc5570fd5fd4a078c3e18d0ee032"", ""6507d12c775a594f9437f966173aeaa5"", ""711a096b6b4e598a8c1ed6c634d60115"", ""9b345ccf110f58c79d0719862c3c6a1f"", ""707e83ea1a7b5cb48bdcfce0d8e3c58a"", ""23cc162c54c950dda52959b051835ea9"", ""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381""]","[""768b38f518ef5821b998d94ef541f21d"", ""9bd657a4f62753b88b8026da6eb5be97"", ""55ee96f60ee454458ce1905a70a40479"", ""06b9637fb7635b94939bd8e3fe342794"", ""2bf1b4bbac31556eae66d80d50105756"", ""fe0521b3c62f59e1b181128d5fb5b9ea"", ""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb""]","[[0.3798850178718567, 2.8104746341705322, -0.12511828541755676, 0.9503406882286072, 0.5843248963356018, 1.8142975568771362], [0.3995404541492462, 2.8089447021484375, -0.1225162073969841, 0.8610687851905823, 0.6189859509468079, 1.8181108236312866], [0.3746146857738495, 2.8675012588500977, -0.11555124819278717, 0.9867668747901917, 0.5641476511955261, 1.8693403005599976], [0.3879614770412445, 2.8487708568573, -0.17122139036655426, 0.9042035341262817, 0.6005846858024597, 1.7895396947860718]]","[[0.31272244453430176, 2.926177740097046, -0.1479800045490265, 0.9921793341636658, 0.5336402654647827, 1.8629697561264038], [0.3280535638332367, 2.9859719276428223, -0.14237278699874878, 0.9953802227973938, 0.554236650466919, 1.8664624691009521], [0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333], [0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""6507d12c775a594f9437f966173aeaa5"", ""711a096b6b4e598a8c1ed6c634d60115"", ""9b345ccf110f58c79d0719862c3c6a1f"", ""707e83ea1a7b5cb48bdcfce0d8e3c58a"", ""23cc162c54c950dda52959b051835ea9"", ""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157""]","[""9bd657a4f62753b88b8026da6eb5be97"", ""55ee96f60ee454458ce1905a70a40479"", ""06b9637fb7635b94939bd8e3fe342794"", ""2bf1b4bbac31556eae66d80d50105756"", ""fe0521b3c62f59e1b181128d5fb5b9ea"", ""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e""]","[[0.3995404541492462, 2.8089447021484375, -0.1225162073969841, 0.8610687851905823, 0.6189859509468079, 1.8181108236312866], [0.3746146857738495, 2.8675012588500977, -0.11555124819278717, 0.9867668747901917, 0.5641476511955261, 1.8693403005599976], [0.3879614770412445, 2.8487708568573, -0.17122139036655426, 0.9042035341262817, 0.6005846858024597, 1.7895396947860718], [0.31272244453430176, 2.926177740097046, -0.1479800045490265, 0.9921793341636658, 0.5336402654647827, 1.8629697561264038]]","[[0.3280535638332367, 2.9859719276428223, -0.14237278699874878, 0.9953802227973938, 0.554236650466919, 1.8664624691009521], [0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333], [0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023], [0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""711a096b6b4e598a8c1ed6c634d60115"", ""9b345ccf110f58c79d0719862c3c6a1f"", ""707e83ea1a7b5cb48bdcfce0d8e3c58a"", ""23cc162c54c950dda52959b051835ea9"", ""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c""]","[""55ee96f60ee454458ce1905a70a40479"", ""06b9637fb7635b94939bd8e3fe342794"", ""2bf1b4bbac31556eae66d80d50105756"", ""fe0521b3c62f59e1b181128d5fb5b9ea"", ""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9""]","[[0.3746146857738495, 2.8675012588500977, -0.11555124819278717, 0.9867668747901917, 0.5641476511955261, 1.8693403005599976], [0.3879614770412445, 2.8487708568573, -0.17122139036655426, 0.9042035341262817, 0.6005846858024597, 1.7895396947860718], [0.31272244453430176, 2.926177740097046, -0.1479800045490265, 0.9921793341636658, 0.5336402654647827, 1.8629697561264038], [0.3280535638332367, 2.9859719276428223, -0.14237278699874878, 0.9953802227973938, 0.554236650466919, 1.8664624691009521]]","[[0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333], [0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023], [0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361], [0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""9b345ccf110f58c79d0719862c3c6a1f"", ""707e83ea1a7b5cb48bdcfce0d8e3c58a"", ""23cc162c54c950dda52959b051835ea9"", ""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1""]","[""06b9637fb7635b94939bd8e3fe342794"", ""2bf1b4bbac31556eae66d80d50105756"", ""fe0521b3c62f59e1b181128d5fb5b9ea"", ""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2""]","[[0.3879614770412445, 2.8487708568573, -0.17122139036655426, 0.9042035341262817, 0.6005846858024597, 1.7895396947860718], [0.31272244453430176, 2.926177740097046, -0.1479800045490265, 0.9921793341636658, 0.5336402654647827, 1.8629697561264038], [0.3280535638332367, 2.9859719276428223, -0.14237278699874878, 0.9953802227973938, 0.554236650466919, 1.8664624691009521], [0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333]]","[[0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023], [0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361], [0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082], [0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""707e83ea1a7b5cb48bdcfce0d8e3c58a"", ""23cc162c54c950dda52959b051835ea9"", ""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75""]","[""2bf1b4bbac31556eae66d80d50105756"", ""fe0521b3c62f59e1b181128d5fb5b9ea"", ""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a""]","[[0.31272244453430176, 2.926177740097046, -0.1479800045490265, 0.9921793341636658, 0.5336402654647827, 1.8629697561264038], [0.3280535638332367, 2.9859719276428223, -0.14237278699874878, 0.9953802227973938, 0.554236650466919, 1.8664624691009521], [0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333], [0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023]]","[[0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361], [0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082], [0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096], [0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""23cc162c54c950dda52959b051835ea9"", ""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75"", ""2883eb618e825a35bd05bdf8e3c50076""]","[""fe0521b3c62f59e1b181128d5fb5b9ea"", ""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a"", ""b09d2c9c54965f099dd416b431107361""]","[[0.3280535638332367, 2.9859719276428223, -0.14237278699874878, 0.9953802227973938, 0.554236650466919, 1.8664624691009521], [0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333], [0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023], [0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361]]","[[0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082], [0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096], [0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572], [0.17732468247413635, 3.2332231998443604, -0.09455744922161102, 1.0194028615951538, 0.5439254641532898, 1.9547308683395386]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""f419f994763f5987bf1a0c8c546402e3"", ""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75"", ""2883eb618e825a35bd05bdf8e3c50076"", ""0ccbce2d76a85549b802d73a4f130939""]","[""31cba5512a725abfafc959252d5772c0"", ""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a"", ""b09d2c9c54965f099dd416b431107361"", ""768d5e48bafe52c0a850d6dabcbf4c98""]","[[0.24967224895954132, 3.006558895111084, -0.13898959755897522, 0.9445419907569885, 0.5550868511199951, 1.874375581741333], [0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023], [0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361], [0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082]]","[[0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096], [0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572], [0.17732468247413635, 3.2332231998443604, -0.09455744922161102, 1.0194028615951538, 0.5439254641532898, 1.9547308683395386], [0.1820155382156372, 3.2643930912017822, -0.16885897517204285, 0.9250752329826355, 0.5775293707847595, 1.8302052021026611]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""032e6194f6cf5b70aa1f98b8bb3fb381"", ""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75"", ""2883eb618e825a35bd05bdf8e3c50076"", ""0ccbce2d76a85549b802d73a4f130939"", ""d6ed8078d7015ab1ad808a14273c910f""]","[""eb66efd108c65009b981f954f3e32bcb"", ""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a"", ""b09d2c9c54965f099dd416b431107361"", ""768d5e48bafe52c0a850d6dabcbf4c98"", ""37a10e9f063459f7b202e26abfbd9cd0""]","[[0.27171435952186584, 3.0269505977630615, -0.14495350420475006, 0.9128543138504028, 0.5308995842933655, 1.914382815361023], [0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361], [0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082], [0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096]]","[[0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572], [0.17732468247413635, 3.2332231998443604, -0.09455744922161102, 1.0194028615951538, 0.5439254641532898, 1.9547308683395386], [0.1820155382156372, 3.2643930912017822, -0.16885897517204285, 0.9250752329826355, 0.5775293707847595, 1.8302052021026611], [0.17657439410686493, 3.3440871238708496, -0.1413268744945526, 0.9484533667564392, 0.5609198212623596, 1.8331419229507446]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""44ae257a00d656f5a09eed00c7b8a157"", ""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75"", ""2883eb618e825a35bd05bdf8e3c50076"", ""0ccbce2d76a85549b802d73a4f130939"", ""d6ed8078d7015ab1ad808a14273c910f"", ""c6fdc8382ae95704bd5280999e503d81""]","[""424552792fab544286abd1f6cef07d0e"", ""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a"", ""b09d2c9c54965f099dd416b431107361"", ""768d5e48bafe52c0a850d6dabcbf4c98"", ""37a10e9f063459f7b202e26abfbd9cd0"", ""215d4ea9f88a5b2d8bee922c44efcef0""]","[[0.1994689255952835, 3.084531784057617, -0.11172132939100266, 1.0361686944961548, 0.5055822730064392, 1.9026844501495361], [0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082], [0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096], [0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572]]","[[0.17732468247413635, 3.2332231998443604, -0.09455744922161102, 1.0194028615951538, 0.5439254641532898, 1.9547308683395386], [0.1820155382156372, 3.2643930912017822, -0.16885897517204285, 0.9250752329826355, 0.5775293707847595, 1.8302052021026611], [0.17657439410686493, 3.3440871238708496, -0.1413268744945526, 0.9484533667564392, 0.5609198212623596, 1.8331419229507446], [0.19892975687980652, 3.390350580215454, -0.17860932648181915, 0.9328429102897644, 0.5596766471862793, 1.9051326513290405]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""30c56eefba615eeab30a147ebbcf9d6c"", ""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75"", ""2883eb618e825a35bd05bdf8e3c50076"", ""0ccbce2d76a85549b802d73a4f130939"", ""d6ed8078d7015ab1ad808a14273c910f"", ""c6fdc8382ae95704bd5280999e503d81"", ""da2873f9ec2350a6a6494fc74ff1173a""]","[""f083cf70cce950eb91a30b6ada3388d9"", ""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a"", ""b09d2c9c54965f099dd416b431107361"", ""768d5e48bafe52c0a850d6dabcbf4c98"", ""37a10e9f063459f7b202e26abfbd9cd0"", ""215d4ea9f88a5b2d8bee922c44efcef0"", ""53bc0c6104655553a11cef28d6d756f9""]","[[0.16732466220855713, 3.129544258117676, -0.12714998424053192, 0.9384812712669373, 0.5931597352027893, 1.8478398323059082], [0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096], [0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572], [0.17732468247413635, 3.2332231998443604, -0.09455744922161102, 1.0194028615951538, 0.5439254641532898, 1.9547308683395386]]","[[0.1820155382156372, 3.2643930912017822, -0.16885897517204285, 0.9250752329826355, 0.5775293707847595, 1.8302052021026611], [0.17657439410686493, 3.3440871238708496, -0.1413268744945526, 0.9484533667564392, 0.5609198212623596, 1.8331419229507446], [0.19892975687980652, 3.390350580215454, -0.17860932648181915, 0.9328429102897644, 0.5596766471862793, 1.9051326513290405], [0.18855690956115723, 3.377575635910034, -0.19446894526481628, 0.8448609709739685, 0.6114706993103027, 1.8362085819244385]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""8fe3084302eb56d68d05cb10910d1dc1"", ""290f61cf61ac54dda8fcde0c35c1ec75"", ""2883eb618e825a35bd05bdf8e3c50076"", ""0ccbce2d76a85549b802d73a4f130939"", ""d6ed8078d7015ab1ad808a14273c910f"", ""c6fdc8382ae95704bd5280999e503d81"", ""da2873f9ec2350a6a6494fc74ff1173a"", ""1ddb301224415dc084b0b744ac20fc1b""]","[""586dec0fc6055f669c67b2d3870247b2"", ""6745894434ea553c9984a03e0b29618a"", ""b09d2c9c54965f099dd416b431107361"", ""768d5e48bafe52c0a850d6dabcbf4c98"", ""37a10e9f063459f7b202e26abfbd9cd0"", ""215d4ea9f88a5b2d8bee922c44efcef0"", ""53bc0c6104655553a11cef28d6d756f9"", ""1c0bcc8271605be48bec2b7180ecf3e2""]","[[0.18273966014385223, 3.173582077026367, -0.15867185592651367, 0.9959313273429871, 0.5220613479614258, 1.9407455921173096], [0.17385603487491608, 3.218151569366455, -0.13830819725990295, 0.9631810784339905, 0.5254628658294678, 1.9004709720611572], [0.17732468247413635, 3.2332231998443604, -0.09455744922161102, 1.0194028615951538, 0.5439254641532898, 1.9547308683395386], [0.1820155382156372, 3.2643930912017822, -0.16885897517204285, 0.9250752329826355, 0.5775293707847595, 1.8302052021026611]]","[[0.17657439410686493, 3.3440871238708496, -0.1413268744945526, 0.9484533667564392, 0.5609198212623596, 1.8331419229507446], [0.19892975687980652, 3.390350580215454, -0.17860932648181915, 0.9328429102897644, 0.5596766471862793, 1.9051326513290405], [0.18855690956115723, 3.377575635910034, -0.19446894526481628, 0.8448609709739685, 0.6114706993103027, 1.8362085819244385], [0.18849341571331024, 3.4544239044189453, -0.18637558817863464, 0.832708477973938, 0.6310712099075317, 1.8578706979751587]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""5ec3c34bb2c55df89b899012f90bbf98"", ""b89cbe0c27fe5ae9928834894d677d00"", ""3120af571f075f5db98b4ca06acc8691"", ""3aa4aa4e0e5f577181b05f561e6c2a9d"", ""118f4c5a89cf583b830a95330aea10df"", ""83b7c1d29b3058529d5c7b0727dd6354"", ""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d""]","[""bc34369c93445f399ba0bc6cbda54fc7"", ""a676124086315c1690cff0c023a7c805"", ""6fdf65f254d25b80a148854236704c26"", ""c135c7da654e53268ce350c7e993a866"", ""70fd4ba8200b50cba7730091058e50b5"", ""6c092ddb01835086a228ff3086b9942d"", ""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960""]","[[0.25240078568458557, 0.5362732410430908, -0.2635757029056549, 0.7308033108711243, 0.7015306353569031, 1.6815991401672363], [0.48840612173080444, 0.7187150716781616, -0.2884807884693146, 0.6393734812736511, 0.7740491628646851, 1.656307339668274], [0.6273951530456543, 0.7044158577919006, -0.30253952741622925, 0.6658010482788086, 0.7712129950523376, 1.5420749187469482], [0.722136378288269, 0.7187672257423401, -0.24748638272285461, 0.6865586042404175, 0.7838935256004333, 1.546256422996521]]","[[0.9066115021705627, 0.7369892001152039, -0.21455611288547516, 0.7542051076889038, 0.7947066426277161, 1.5560981035232544], [1.0192813873291016, 0.7169298529624939, -0.21287000179290771, 0.6475780010223389, 0.6244197487831116, 1.5884335041046143], [1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536], [1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""b89cbe0c27fe5ae9928834894d677d00"", ""3120af571f075f5db98b4ca06acc8691"", ""3aa4aa4e0e5f577181b05f561e6c2a9d"", ""118f4c5a89cf583b830a95330aea10df"", ""83b7c1d29b3058529d5c7b0727dd6354"", ""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127""]","[""a676124086315c1690cff0c023a7c805"", ""6fdf65f254d25b80a148854236704c26"", ""c135c7da654e53268ce350c7e993a866"", ""70fd4ba8200b50cba7730091058e50b5"", ""6c092ddb01835086a228ff3086b9942d"", ""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4""]","[[0.48840612173080444, 0.7187150716781616, -0.2884807884693146, 0.6393734812736511, 0.7740491628646851, 1.656307339668274], [0.6273951530456543, 0.7044158577919006, -0.30253952741622925, 0.6658010482788086, 0.7712129950523376, 1.5420749187469482], [0.722136378288269, 0.7187672257423401, -0.24748638272285461, 0.6865586042404175, 0.7838935256004333, 1.546256422996521], [0.9066115021705627, 0.7369892001152039, -0.21455611288547516, 0.7542051076889038, 0.7947066426277161, 1.5560981035232544]]","[[1.0192813873291016, 0.7169298529624939, -0.21287000179290771, 0.6475780010223389, 0.6244197487831116, 1.5884335041046143], [1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536], [1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708], [1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
